db_inst,year_month,employee_id,instance_server_id,instance_server_channel_id
hms_inst1,2025-12,202308142ADEDC3C4E6D,2021041969673A6BB1FD,202104198A4FAE7B3181
hms_inst1,2025-12,20231019B8E28C600EE4,2021041969673A6BB1FD,202104198A4FAE7B3181
hms_inst1,2025-12,20231027DB74BF8936A3,2021041969673A6BB1FD,202104198A4FAE7B3181
hms_inst1,2025-12,20231028DAD4554135AF,2021041969673A6BB1FD,202104198A4FAE7B3181
hms_inst1,2025-12,202311139C041587DF72,2021041969673A6BB1FD,202104198A4FAE7B3181
hms_inst1,2025-12,20231206ACC54C68AD20,2021041969673A6BB1FD,202104198A4FAE7B3181
hms_inst1,2025-12,202404037605B1D6B823,2021041969673A6BB1FD,202104198A4FAE7B3181
hms_inst1,2025-12,20240916A1625ECFBD96,2021041969673A6BB1FD,202104198A4FAE7B3181
hms_inst1,2025-12,2024102833063BA31410,2021041969673A6BB1FD,202104198A4FAE7B3181
hms_inst1,2025-12,20250127EEB6B26A9D23,2021041969673A6BB1FD,202104198A4FAE7B3181
hms_inst1,2025-12,20250217E06FDB61EE78,2021041969673A6BB1FD,202104198A4FAE7B3181
hms_inst1,2025-12,2025022663E8697AE381,2021041969673A6BB1FD,202104198A4FAE7B3181
hms_inst1,2025-12,20250310067406809591,2021041969673A6BB1FD,202104198A4FAE7B3181
hms_inst1,2025-12,20250313B389E161EB4E,2021041969673A6BB1FD,202104198A4FAE7B3181
hms_inst1,2025-12,202505103AFF437B5648,2021041969673A6BB1FD,202104198A4FAE7B3181
hms_inst1,2025-12,202510140513F265023D,2021041969673A6BB1FD,202104198A4FAE7B3181
hms_inst1,2025-12,202511032102C6D3DF53,2021041969673A6BB1FD,202104198A4FAE7B3181
hms_inst1,2025-12,2025110350D356737463,2021041969673A6BB1FD,202104198A4FAE7B3181
hms_inst1,2025-12,202511127E3E4544A848,2021041969673A6BB1FD,202104198A4FAE7B3181
hms_inst1,2025-12,20251112E3707CFF02B7,2021041969673A6BB1FD,202104198A4FAE7B3181
hms_inst1,2025-12,202104211190EEF1C47F,2021042170FCF9394530,202104212C42CBB70492
hms_inst1,2025-12,2021042137D761D4BEF4,2021042170FCF9394530,202104212C42CBB70492
hms_inst1,2025-12,202104215BB2F32A9612,2021042170FCF9394530,202104212C42CBB70492
hms_inst1,2025-12,20210421AEAC084114F3,2021042170FCF9394530,202104212C42CBB70492
